City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
657,Massafra,IT,83.08,clear sky,40.5888,17.117,Hotel Bizantino
658,Hof,DE,70.92,clear sky,50.3167,11.9167,Hotel Burghof
659,Zhuhai,CN,83.98,scattered clouds,22.2769,113.5678,珠海粤财假日酒店
660,Burriana,ES,75.7,clear sky,39.889,-0.085,Hotel Beatriz
661,Esfarayen,IR,83.17,clear sky,37.0765,57.5101,دفتر ازدواج 65 : سردفتر ابراهیم برغمدی
664,Bandarbeyla,SO,78.4,overcast clouds,9.4942,50.8122,JABIR HOTEL
665,Palmas,BR,85.87,clear sky,-10.2128,-48.3603,Hotel Lago da Palma
666,Scalea,IT,81.79,clear sky,39.813,15.7956,Grand Hotel de Rose
671,Camocim,BR,79.95,broken clouds,-2.9022,-40.8411,Ilha Praia Hotel
672,Morant Bay,JM,83.71,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
673,Shingu,JP,76.23,scattered clouds,33.7333,135.9833,Shingu UI Hotel
674,San Jose De Sisa,PE,86.52,overcast clouds,-6.6167,-76.6915,Killu Sisa Hospedaje
678,Huntington,US,88.7,overcast clouds,38.4193,-82.4452,Ramada Limited Huntington
679,Oranjestad,AW,80.15,overcast clouds,12.524,-70.027,Divi Village Golf & Beach Resort
681,Samba,IN,89.15,clear sky,32.5667,75.1167,Sumit Sharma
682,Methoni,GR,76.86,clear sky,36.8197,21.7049,Methoni Beach Hotel
685,Ajaccio,FR,73.38,clear sky,42.0,8.9167,Sole E Monte
686,Kumta,IN,80.24,overcast clouds,14.4167,74.4,Hotel Vaibhav Palace
687,Fairbanks,US,79.02,smoke,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
688,Jiwani,PK,82.31,scattered clouds,25.05,61.7417,Hamza hotel jiwani
